date,zone,zone_name,zone_type,PM2.5,PM10,NO2,SO2,AQI,Category
2022-03-08,West,Alkapuri/Old Padra,Residential,39.87,98.13,37.16,2.46,115,Moderate
2022-03-08,Central,Sayajigunj/Mandvi,Commercial/Traffic,55.45,150.69,53.44,5.85,148,Moderate
2022-03-09,North,Nandesari (Industrial),Industrial,88.66,224.26,62.62,10.31,215,Poor
2022-03-09,South,Makarpura (GIDC),Industrial,82.75,191.44,58.52,7.04,194,Moderate
2022-03-09,East,Waghodia/Ajwa Rd,Developing/Commercial,65.34,194.37,48.07,4.25,171,Moderate
2022-03-09,West,Alkapuri/Old Padra,Residential,57.77,128.16,38.33,2.28,147,Moderate
2022-03-09,Central,Sayajigunj/Mandvi,Commercial/Traffic,77.99,178.57,60.19,4.73,189,Moderate
2022-03-10,North,Nandesari (Industrial),Industrial,60.08,199.67,61.18,9.45,212,Poor
2022-03-10,South,Makarpura (GIDC),Industrial,53.96,182.53,54.26,7.18,190,Moderate
2022-03-10,East,Waghodia/Ajwa Rd,Developing/Commercial,42.7,186.14,50.92,3.83,154,Moderate
2022-03-10,West,Alkapuri/Old Padra,Residential,42.31,128.56,43.75,1.85,133,Moderate
2022-03-10,Central,Sayajigunj/Mandvi,Commercial/Traffic,54.57,165.55,65.66,4.34,182,Moderate
2022-03-11,North,Nandesari (Industrial),Industrial,76.93,228.57,53.41,7.54,248,Poor
2022-03-11,South,Makarpura (GIDC),Industrial,82.71,250.52,48.73,5.03,228,Poor
2022-03-11,East,Waghodia/Ajwa Rd,Developing/Commercial,64.08,215.06,39.02,2.8,187,Moderate
2022-03-11,West,Alkapuri/Old Padra,Residential,56.86,153.18,29.29,1.32,171,Moderate
2022-03-11,Central,Sayajigunj/Mandvi,Commercial/Traffic,69.38,208.4,44.77,2.98,224,Poor
2022-03-12,North,Nandesari (Industrial),Industrial,71.65,156.26,46.09,10.41,166,Moderate
2022-03-12,South,Makarpura (GIDC),Industrial,62.13,161.41,37.07,7.33,161,Moderate
2022-03-12,East,Waghodia/Ajwa Rd,Developing/Commercial,56.88,144.36,33.29,4.52,127,Moderate
2022-03-12,West,Alkapuri/Old Padra,Residential,46.14,97.77,26.67,2.22,108,Moderate
2022-03-12,Central,Sayajigunj/Mandvi,Commercial/Traffic,58.2,168.23,36.23,4.45,141,Moderate
2022-03-13,North,Nandesari (Industrial),Industrial,57.2,191.03,56.17,7.34,219,Poor
2022-03-13,South,Makarpura (GIDC),Industrial,52.73,194.57,49.27,5.08,206,Poor
2022-03-13,East,Waghodia/Ajwa Rd,Developing/Commercial,43.11,176.8,39.99,2.76,168,Moderate
2022-03-13,West,Alkapuri/Old Padra,Residential,34.4,124.16,31.86,1.48,142,Moderate
2022-03-13,Central,Sayajigunj/Mandvi,Commercial/Traffic,46.48,171.81,47.47,3.16,177,Moderate
2022-03-14,North,Nandesari (Industrial),Industrial,98.69,292.85,60.33,14.88,326,Very Poor
2022-03-14,South,Makarpura (GIDC),Industrial,92.24,294.6,44.53,11.46,299,Poor
2022-03-14,East,Waghodia/Ajwa Rd,Developing/Commercial,81.27,265.48,43.99,6.22,248,Poor
2022-03-14,West,Alkapuri/Old Padra,Residential,68.41,188.91,36.3,2.77,226,Poor
2022-03-14,Central,Sayajigunj/Mandvi,Commercial/Traffic,83.16,305.1,47.82,6.17,295,Poor
2022-03-15,North,Nandesari (Industrial),Industrial,68.52,156.2,51.55,12.68,177,Moderate
2022-03-15,South,Makarpura (GIDC),Industrial,56.67,163.79,47.88,8.42,164,Moderate
2022-03-15,East,Waghodia/Ajwa Rd,Developing/Commercial,51.59,147.45,37.03,4.82,133,Moderate
2022-03-15,West,Alkapuri/Old Padra,Residential,43.83,105.65,32.67,2.31,120,Moderate
2022-03-15,Central,Sayajigunj/Mandvi,Commercial/Traffic,52.09,145.48,44.68,4.96,149,Moderate
2022-03-16,North,Nandesari (Industrial),Industrial,65.08,207.44,64.5,11.84,219,Poor
2022-03-16,South,Makarpura (GIDC),Industrial,56.98,224.41,53.37,9.08,209,Poor
2022-03-16,East,Waghodia/Ajwa Rd,Developing/Commercial,53.22,208.26,46.03,4.9,170,Moderate
2022-03-16,West,Alkapuri/Old Padra,Residential,40.66,127.97,39.89,2.35,140,Moderate
2022-03-16,Central,Sayajigunj/Mandvi,Commercial/Traffic,52.39,179.97,54.15,5.66,190,Moderate
2022-03-17,North,Nandesari (Industrial),Industrial,55.42,178.09,66.25,8.93,186,Moderate
2022-03-17,South,Makarpura (GIDC),Industrial,48.87,190.26,53.17,6.63,180,Moderate
2022-03-17,East,Waghodia/Ajwa Rd,Developing/Commercial,39.06,163.51,43.36,3.39,144,Moderate
2022-03-17,West,Alkapuri/Old Padra,Residential,38.72,119.28,36.9,1.64,120,Moderate
2022-03-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,50.19,166.97,58.59,3.48,169,Moderate
2022-03-18,North,Nandesari (Industrial),Industrial,84.28,159.74,64.36,5.89,193,Moderate
2022-03-18,South,Makarpura (GIDC),Industrial,68.17,157.07,49.95,3.79,182,Moderate
2022-03-18,East,Waghodia/Ajwa Rd,Developing/Commercial,65.21,149.82,48.03,2.09,149,Moderate
2022-03-18,West,Alkapuri/Old Padra,Residential,46.89,115.15,39.87,1.08,131,Moderate
2022-03-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,63.39,158.5,51.55,2.24,167,Moderate
2022-03-19,North,Nandesari (Industrial),Industrial,76.7,218.64,40.58,11.93,212,Poor
2022-03-19,South,Makarpura (GIDC),Industrial,70.49,190.88,36.45,8.7,197,Moderate
2022-03-19,East,Waghodia/Ajwa Rd,Developing/Commercial,63.07,158.41,27.02,4.78,155,Moderate
2022-03-19,West,Alkapuri/Old Padra,Residential,50.59,137.13,25.51,2.6,139,Moderate
2022-03-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,67.37,172.88,33.53,5.64,168,Moderate
2022-03-20,North,Nandesari (Industrial),Industrial,58.01,154.53,32.25,6.13,154,Moderate
2022-03-20,South,Makarpura (GIDC),Industrial,51.65,150.27,26.72,4.65,147,Moderate
2022-03-20,East,Waghodia/Ajwa Rd,Developing/Commercial,45.43,141.01,25.16,2.51,119,Moderate
2022-03-20,West,Alkapuri/Old Padra,Residential,33.52,97.8,17.85,1.32,99,Satisfactory
2022-03-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,49.71,139.26,27.18,2.55,127,Moderate
2022-03-21,North,Nandesari (Industrial),Industrial,73.9,250.29,58.98,6.5,244,Poor
2022-03-21,South,Makarpura (GIDC),Industrial,66.74,228.93,54.22,5.18,247,Poor
2022-03-21,East,Waghodia/Ajwa Rd,Developing/Commercial,53.72,206.44,44.78,2.98,197,Moderate
2022-03-21,West,Alkapuri/Old Padra,Residential,48.03,147.95,33.95,1.25,164,Moderate
2022-03-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,60.95,211.69,50.72,3.25,218,Poor
2022-03-22,North,Nandesari (Industrial),Industrial,87.19,219.65,45.36,10.22,218,Poor
2022-03-22,South,Makarpura (GIDC),Industrial,78.53,191.93,39.01,7.11,211,Poor
2022-03-22,East,Waghodia/Ajwa Rd,Developing/Commercial,67.55,184.36,32.68,3.96,171,Moderate
2022-03-22,West,Alkapuri/Old Padra,Residential,63.83,147.2,27.38,2.28,142,Moderate
2022-03-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,71.52,220.11,42.1,4.86,202,Poor
2022-03-23,North,Nandesari (Industrial),Industrial,56.46,189.13,62.37,11.44,210,Poor
2022-03-23,South,Makarpura (GIDC),Industrial,63.06,196.01,56.58,8.15,192,Moderate
2022-03-23,East,Waghodia/Ajwa Rd,Developing/Commercial,51.22,194.22,45.77,4.94,172,Moderate
2022-03-23,West,Alkapuri/Old Padra,Residential,39.07,143.26,43.8,2.41,140,Moderate
2022-03-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,57.23,175.1,66.14,4.9,187,Moderate
2022-03-24,North,Nandesari (Industrial),Industrial,72.29,175.29,68.54,9.03,194,Moderate
2022-03-24,South,Makarpura (GIDC),Industrial,67.07,174.0,51.83,5.79,177,Moderate
2022-03-24,East,Waghodia/Ajwa Rd,Developing/Commercial,58.4,153.75,44.16,3.71,143,Moderate
2022-03-24,West,Alkapuri/Old Padra,Residential,48.93,115.93,34.71,1.67,122,Moderate
2022-03-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,68.14,168.63,59.72,3.44,160,Moderate
2022-03-25,North,Nandesari (Industrial),Industrial,72.43,141.42,57.16,7.97,178,Moderate
2022-03-25,South,Makarpura (GIDC),Industrial,69.36,143.52,47.92,6.86,168,Moderate
2022-03-25,East,Waghodia/Ajwa Rd,Developing/Commercial,54.88,136.5,44.8,3.62,137,Moderate
2022-03-25,West,Alkapuri/Old Padra,Residential,49.04,94.4,37.12,1.91,119,Moderate
2022-03-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,59.68,155.67,53.69,4.05,164,Moderate
2022-03-26,North,Nandesari (Industrial),Industrial,87.91,200.9,37.17,11.45,220,Poor
2022-03-26,South,Makarpura (GIDC),Industrial,89.47,172.14,27.74,8.54,201,Poor
2022-03-26,East,Waghodia/Ajwa Rd,Developing/Commercial,63.89,173.36,24.95,4.37,166,Moderate
2022-03-26,West,Alkapuri/Old Padra,Residential,55.03,136.73,19.09,2.32,140,Moderate
2022-03-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,78.91,194.14,34.21,5.49,181,Moderate
2022-03-27,North,Nandesari (Industrial),Industrial,83.93,228.68,30.71,5.48,260,Poor
2022-03-27,South,Makarpura (GIDC),Industrial,68.98,219.59,27.76,3.87,235,Poor
2022-03-27,East,Waghodia/Ajwa Rd,Developing/Commercial,54.22,230.29,20.46,2.5,186,Moderate
2022-03-27,West,Alkapuri/Old Padra,Residential,49.65,148.3,18.34,1.27,168,Moderate
2022-03-27,Central,Sayajigunj/Mandvi,Commercial/Traffic,67.62,223.65,26.85,2.7,214,Poor
2022-03-28,North,Nandesari (Industrial),Industrial,70.85,212.53,71.26,12.69,214,Poor
2022-03-28,South,Makarpura (GIDC),Industrial,67.68,205.92,63.37,9.03,187,Moderate
2022-03-28,East,Waghodia/Ajwa Rd,Developing/Commercial,57.13,174.74,46.35,5.0,152,Moderate
2022-03-28,West,Alkapuri/Old Padra,Residential,55.02,131.23,42.51,2.4,136,Moderate
2022-03-28,Central,Sayajigunj/Mandvi,Commercial/Traffic,72.47,199.39,62.9,5.86,176,Moderate
2022-03-29,North,Nandesari (Industrial),Industrial,79.04,258.83,69.03,5.93,251,Poor
2022-03-29,South,Makarpura (GIDC),Industrial,73.22,235.21,60.57,4.55,235,Poor
2022-03-29,East,Waghodia/Ajwa Rd,Developing/Commercial,65.8,227.1,45.29,2.4,185,Moderate
2022-03-29,West,Alkapuri/Old Padra,Residential,55.36,149.23,42.34,1.11,160,Moderate
2022-03-29,Central,Sayajigunj/Mandvi,Commercial/Traffic,73.73,237.64,59.54,2.64,213,Poor
2022-03-30,North,Nandesari (Industrial),Industrial,72.45,196.28,60.67,13.6,194,Moderate
2022-03-30,South,Makarpura (GIDC),Industrial,65.27,171.61,51.19,10.1,192,Moderate
2022-03-30,East,Waghodia/Ajwa Rd,Developing/Commercial,63.3,175.68,44.94,5.41,153,Moderate
2022-03-30,West,Alkapuri/Old Padra,Residential,51.72,112.24,32.46,3.08,130,Moderate
2022-03-30,Central,Sayajigunj/Mandvi,Commercial/Traffic,69.99,173.65,50.66,6.46,171,Moderate
2022-03-31,North,Nandesari (Industrial),Industrial,59.14,227.4,39.62,14.96,225,Poor
2022-03-31,South,Makarpura (GIDC),Industrial,59.39,183.13,34.39,9.81,194,Moderate
2022-03-31,East,Waghodia/Ajwa Rd,Developing/Commercial,53.17,176.92,29.3,5.86,162,Moderate
2022-03-31,West,Alkapuri/Old Padra,Residential,41.23,129.35,22.96,3.17,135,Moderate
2022-03-31,Central,Sayajigunj/Mandvi,Commercial/Traffic,53.34,173.95,35.73,6.71,186,Moderate
2022-04-01,North,Nandesari (Industrial),Industrial,134.55,276.18,34.58,10.21,324,Very Poor
2022-04-01,South,Makarpura (GIDC),Industrial,118.49,295.42,29.94,7.45,312,Very Poor
2022-04-01,East,Waghodia/Ajwa Rd,Developing/Commercial,94.26,246.96,21.24,4.44,261,Poor
2022-04-01,West,Alkapuri/Old Padra,Residential,81.3,180.87,19.42,2.21,206,Poor
2022-04-01,Central,Sayajigunj/Mandvi,Commercial/Traffic,108.64,276.76,28.31,4.38,294,Poor
2022-04-02,North,Nandesari (Industrial),Industrial,72.77,220.1,52.51,7.15,211,Poor
2022-04-02,South,Makarpura (GIDC),Industrial,71.32,185.2,42.46,4.96,194,Moderate
2022-04-02,East,Waghodia/Ajwa Rd,Developing/Commercial,53.27,184.23,38.48,2.6,168,Moderate
2022-04-02,West,Alkapuri/Old Padra,Residential,45.68,133.41,29.55,1.31,144,Moderate
2022-04-02,Central,Sayajigunj/Mandvi,Commercial/Traffic,59.52,198.96,44.24,2.79,179,Moderate
2022-04-03,North,Nandesari (Industrial),Industrial,79.37,180.92,67.43,9.5,210,Poor
2022-04-03,South,Makarpura (GIDC),Industrial,75.33,168.37,62.04,6.53,189,Moderate
2022-04-03,East,Waghodia/Ajwa Rd,Developing/Commercial,66.7,151.45,43.59,3.98,166,Moderate
2022-04-03,West,Alkapuri/Old Padra,Residential,58.43,129.41,42.04,1.68,135,Moderate
2022-04-03,Central,Sayajigunj/Mandvi,Commercial/Traffic,75.12,171.05,56.66,4.32,182,Moderate
2022-04-04,North,Nandesari (Industrial),Industrial,54.74,199.57,44.67,8.42,218,Poor
2022-04-04,South,Makarpura (GIDC),Industrial,54.75,203.33,41.0,6.19,206,Poor
2022-04-04,East,Waghodia/Ajwa Rd,Developing/Commercial,39.62,198.86,34.9,3.58,174,Moderate
2022-04-04,West,Alkapuri/Old Padra,Residential,35.7,125.02,28.99,1.66,138,Moderate
2022-04-04,Central,Sayajigunj/Mandvi,Commercial/Traffic,51.08,200.87,43.93,3.48,180,Moderate
2022-04-05,North,Nandesari (Industrial),Industrial,79.24,220.79,49.4,13.54,209,Poor
2022-04-05,South,Makarpura (GIDC),Industrial,72.58,220.64,38.9,9.5,199,Moderate
2022-04-05,East,Waghodia/Ajwa Rd,Developing/Commercial,60.64,198.88,34.47,5.36,163,Moderate
2022-04-05,West,Alkapuri/Old Padra,Residential,47.99,139.72,29.39,2.82,145,Moderate
2022-04-05,Central,Sayajigunj/Mandvi,Commercial/Traffic,62.38,200.59,41.29,5.77,187,Moderate
2022-04-06,North,Nandesari (Industrial),Industrial,78.36,218.73,48.38,8.72,237,Poor
2022-04-06,South,Makarpura (GIDC),Industrial,77.23,203.03,46.6,6.38,219,Poor
2022-04-06,East,Waghodia/Ajwa Rd,Developing/Commercial,62.56,202.05,37.1,3.41,187,Moderate
2022-04-06,West,Alkapuri/Old Padra,Residential,52.23,154.98,30.37,1.87,145,Moderate
2022-04-06,Central,Sayajigunj/Mandvi,Commercial/Traffic,59.21,208.44,44.59,3.62,191,Moderate
2022-04-07,North,Nandesari (Industrial),Industrial,68.26,203.21,62.9,11.42,202,Poor
2022-04-07,South,Makarpura (GIDC),Industrial,68.41,198.69,45.88,7.4,177,Moderate
2022-04-07,East,Waghodia/Ajwa Rd,Developing/Commercial,56.42,159.57,44.08,4.39,146,Moderate
2022-04-07,West,Alkapuri/Old Padra,Residential,48.42,120.14,37.42,1.97,123,Moderate
2022-04-07,Central,Sayajigunj/Mandvi,Commercial/Traffic,61.01,185.33,51.71,4.87,159,Moderate
2022-04-08,North,Nandesari (Industrial),Industrial,56.46,188.92,55.93,11.42,183,Moderate
2022-04-08,South,Makarpura (GIDC),Industrial,60.76,167.29,46.77,9.12,168,Moderate
2022-04-08,East,Waghodia/Ajwa Rd,Developing/Commercial,45.69,170.51,36.81,4.43,154,Moderate
2022-04-08,West,Alkapuri/Old Padra,Residential,41.95,129.89,32.42,2.48,123,Moderate
2022-04-08,Central,Sayajigunj/Mandvi,Commercial/Traffic,47.82,175.4,51.3,5.16,167,Moderate
2022-04-09,North,Nandesari (Industrial),Industrial,65.58,159.29,61.74,8.21,151,Moderate
2022-04-09,South,Makarpura (GIDC),Industrial,53.42,147.79,52.75,6.94,141,Moderate
2022-04-09,East,Waghodia/Ajwa Rd,Developing/Commercial,43.34,143.58,45.86,3.91,120,Moderate
2022-04-09,West,Alkapuri/Old Padra,Residential,42.74,90.27,35.09,1.94,103,Moderate
2022-04-09,Central,Sayajigunj/Mandvi,Commercial/Traffic,47.37,145.09,50.68,4.25,135,Moderate
2022-04-10,North,Nandesari (Industrial),Industrial,79.89,241.96,62.42,9.27,241,Poor
2022-04-10,South,Makarpura (GIDC),Industrial,62.08,194.54,51.74,5.58,205,Poor
2022-04-10,East,Waghodia/Ajwa Rd,Developing/Commercial,58.87,194.61,40.09,3.13,185,Moderate
2022-04-10,West,Alkapuri/Old Padra,Residential,52.11,143.46,35.57,1.84,150,Moderate
2022-04-10,Central,Sayajigunj/Mandvi,Commercial/Traffic,57.05,221.6,58.47,3.53,188,Moderate
2022-04-11,North,Nandesari (Industrial),Industrial,67.86,226.15,54.56,11.27,230,Poor
2022-04-11,South,Makarpura (GIDC),Industrial,58.44,231.84,51.32,8.23,211,Poor
2022-04-11,East,Waghodia/Ajwa Rd,Developing/Commercial,54.38,186.69,45.59,4.57,168,Moderate
2022-04-11,West,Alkapuri/Old Padra,Residential,41.39,147.6,37.08,2.52,153,Moderate
2022-04-11,Central,Sayajigunj/Mandvi,Commercial/Traffic,57.92,187.9,54.94,5.2,202,Poor
2022-04-12,North,Nandesari (Industrial),Industrial,69.75,182.14,35.75,12.31,205,Poor
2022-04-12,South,Makarpura (GIDC),Industrial,68.64,191.59,30.44,9.15,182,Moderate
2022-04-12,East,Waghodia/Ajwa Rd,Developing/Commercial,63.49,182.94,22.76,5.54,149,Moderate
2022-04-12,West,Alkapuri/Old Padra,Residential,47.94,130.63,18.89,2.71,128,Moderate
2022-04-12,Central,Sayajigunj/Mandvi,Commercial/Traffic,61.77,173.49,32.01,5.55,174,Moderate
2022-04-13,North,Nandesari (Industrial),Industrial,78.68,165.16,48.3,15.0,200,Moderate
2022-04-13,South,Makarpura (GIDC),Industrial,70.56,137.57,38.78,11.37,190,Moderate
2022-04-13,East,Waghodia/Ajwa Rd,Developing/Commercial,59.57,146.42,33.44,6.28,154,Moderate
2022-04-13,West,Alkapuri/Old Padra,Residential,56.73,95.79,30.5,2.99,129,Moderate
2022-04-13,Central,Sayajigunj/Mandvi,Commercial/Traffic,63.98,155.27,46.53,6.38,170,Moderate
2022-04-14,North,Nandesari (Industrial),Industrial,71.72,148.11,62.6,13.75,172,Moderate
2022-04-14,South,Makarpura (GIDC),Industrial,69.41,153.9,55.1,10.82,159,Moderate
2022-04-14,East,Waghodia/Ajwa Rd,Developing/Commercial,58.06,129.13,42.14,5.7,138,Moderate
2022-04-14,West,Alkapuri/Old Padra,Residential,41.1,90.08,39.43,2.78,116,Moderate
2022-04-14,Central,Sayajigunj/Mandvi,Commercial/Traffic,56.57,152.91,56.03,6.4,153,Moderate
2022-04-15,North,Nandesari (Industrial),Industrial,99.38,303.15,47.12,7.74,306,Very Poor
2022-04-15,South,Makarpura (GIDC),Industrial,97.64,275.71,41.71,5.59,273,Poor
2022-04-15,East,Waghodia/Ajwa Rd,Developing/Commercial,79.39,244.24,34.81,2.73,225,Poor
2022-04-15,West,Alkapuri/Old Padra,Residential,66.13,196.89,28.76,1.46,194,Moderate
2022-04-15,Central,Sayajigunj/Mandvi,Commercial/Traffic,86.96,240.94,51.01,3.46,249,Poor
2022-04-16,North,Nandesari (Industrial),Industrial,58.02,166.21,44.84,14.21,158,Moderate
2022-04-16,South,Makarpura (GIDC),Industrial,57.95,146.28,36.78,9.55,151,Moderate
2022-04-16,East,Waghodia/Ajwa Rd,Developing/Commercial,52.51,134.16,30.25,5.76,126,Moderate
2022-04-16,West,Alkapuri/Old Padra,Residential,43.26,94.32,22.5,2.61,105,Moderate
2022-04-16,Central,Sayajigunj/Mandvi,Commercial/Traffic,47.44,159.19,34.49,6.19,139,Moderate
2022-04-17,North,Nandesari (Industrial),Industrial,62.74,176.45,63.34,13.83,196,Moderate
2022-04-17,South,Makarpura (GIDC),Industrial,60.14,179.96,55.02,10.83,182,Moderate
2022-04-17,East,Waghodia/Ajwa Rd,Developing/Commercial,54.83,154.88,50.1,5.84,160,Moderate
2022-04-17,West,Alkapuri/Old Padra,Residential,43.2,114.08,41.14,2.75,134,Moderate
2022-04-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,54.68,175.94,61.72,6.59,164,Moderate
2022-04-18,North,Nandesari (Industrial),Industrial,69.61,233.63,49.54,5.74,223,Poor
2022-04-18,South,Makarpura (GIDC),Industrial,69.72,231.3,46.12,4.91,217,Poor
2022-04-18,East,Waghodia/Ajwa Rd,Developing/Commercial,54.64,201.85,37.65,2.4,181,Moderate
2022-04-18,West,Alkapuri/Old Padra,Residential,48.67,147.72,27.46,1.22,147,Moderate
2022-04-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,53.6,211.29,48.96,2.83,188,Moderate
2022-04-19,North,Nandesari (Industrial),Industrial,60.45,197.87,54.93,13.03,187,Moderate
2022-04-19,South,Makarpura (GIDC),Industrial,53.82,198.45,49.01,10.56,189,Moderate
2022-04-19,East,Waghodia/Ajwa Rd,Developing/Commercial,49.2,178.65,35.05,5.93,157,Moderate
2022-04-19,West,Alkapuri/Old Padra,Residential,39.13,120.18,30.23,2.6,129,Moderate
2022-04-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,57.35,189.54,53.01,6.53,158,Moderate
2022-04-20,North,Nandesari (Industrial),Industrial,56.13,211.94,58.7,14.55,209,Poor
2022-04-20,South,Makarpura (GIDC),Industrial,56.29,188.16,51.72,9.8,197,Moderate
2022-04-20,East,Waghodia/Ajwa Rd,Developing/Commercial,40.71,167.95,42.93,5.24,161,Moderate
2022-04-20,West,Alkapuri/Old Padra,Residential,40.13,129.13,38.4,3.06,141,Moderate
2022-04-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,53.21,204.13,61.63,6.23,180,Moderate
2022-04-21,North,Nandesari (Industrial),Industrial,94.55,310.73,68.56,11.26,318,Very Poor
2022-04-21,South,Makarpura (GIDC),Industrial,94.58,276.82,58.77,8.34,287,Poor
2022-04-21,East,Waghodia/Ajwa Rd,Developing/Commercial,81.01,276.19,44.4,4.71,246,Poor
2022-04-21,West,Alkapuri/Old Padra,Residential,72.47,193.21,34.97,2.59,195,Moderate
2022-04-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,96.59,298.54,54.19,5.18,265,Poor
2022-04-22,North,Nandesari (Industrial),Industrial,59.3,185.83,28.25,9.52,194,Moderate
2022-04-22,South,Makarpura (GIDC),Industrial,50.9,187.62,25.1,6.84,179,Moderate
2022-04-22,East,Waghodia/Ajwa Rd,Developing/Commercial,41.21,164.5,25.02,3.74,151,Moderate
2022-04-22,West,Alkapuri/Old Padra,Residential,33.37,114.32,19.99,1.95,133,Moderate
2022-04-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,44.46,188.45,32.12,4.46,160,Moderate
2022-04-23,North,Nandesari (Industrial),Industrial,88.43,224.24,48.79,6.69,233,Poor
2022-04-23,South,Makarpura (GIDC),Industrial,83.11,209.99,40.92,4.94,223,Poor
2022-04-23,East,Waghodia/Ajwa Rd,Developing/Commercial,68.76,192.82,31.52,2.38,176,Moderate
2022-04-23,West,Alkapuri/Old Padra,Residential,51.81,152.25,27.1,1.18,152,Moderate
2022-04-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,70.47,217.89,46.32,2.64,196,Moderate
2022-04-24,North,Nandesari (Industrial),Industrial,64.8,242.42,51.43,10.59,246,Poor
2022-04-24,South,Makarpura (GIDC),Industrial,57.8,217.12,50.15,7.46,214,Poor
2022-04-24,East,Waghodia/Ajwa Rd,Developing/Commercial,45.0,183.72,42.43,4.24,179,Moderate
2022-04-24,West,Alkapuri/Old Padra,Residential,37.83,137.05,29.98,2.5,148,Moderate
2022-04-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,52.19,205.23,45.62,4.75,191,Moderate
2022-04-25,North,Nandesari (Industrial),Industrial,78.21,148.16,43.7,12.23,221,Poor
2022-04-25,South,Makarpura (GIDC),Industrial,86.4,132.39,37.6,9.42,191,Moderate
2022-04-25,East,Waghodia/Ajwa Rd,Developing/Commercial,60.39,124.19,32.05,5.25,157,Moderate
2022-04-25,West,Alkapuri/Old Padra,Residential,60.34,92.45,25.97,2.86,147,Moderate
2022-04-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,77.92,127.88,46.4,5.44,173,Moderate
2022-04-26,North,Nandesari (Industrial),Industrial,103.49,219.42,56.47,12.83,282,Poor
2022-04-26,South,Makarpura (GIDC),Industrial,112.29,235.53,49.73,8.55,259,Poor
2022-04-26,East,Waghodia/Ajwa Rd,Developing/Commercial,89.8,196.4,42.36,4.29,230,Poor
2022-04-26,West,Alkapuri/Old Padra,Residential,80.64,137.02,33.1,2.2,179,Moderate
2022-04-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,100.1,208.41,58.87,4.92,244,Poor
2022-04-27,North,Nandesari (Industrial),Industrial,85.9,192.85,46.63,5.85,216,Poor
2022-04-27,South,Makarpura (GIDC),Industrial,69.91,203.03,40.75,3.98,198,Moderate
2022-04-27,East,Waghodia/Ajwa Rd,Developing/Commercial,64.96,165.1,35.0,2.45,165,Moderate
2022-04-27,West,Alkapuri/Old Padra,Residential,51.79,141.33,27.49,1.22,131,Moderate
2022-04-27,Central,Sayajigunj/Mandvi,Commercial/Traffic,67.17,190.53,47.98,2.94,171,Moderate
2022-04-28,North,Nandesari (Industrial),Industrial,87.68,240.02,45.65,11.96,260,Poor
2022-04-28,South,Makarpura (GIDC),Industrial,75.44,254.25,38.48,7.77,235,Poor
2022-04-28,East,Waghodia/Ajwa Rd,Developing/Commercial,57.74,236.39,34.22,4.39,197,Moderate
2022-04-28,West,Alkapuri/Old Padra,Residential,57.09,165.81,29.96,2.19,164,Moderate
2022-04-28,Central,Sayajigunj/Mandvi,Commercial/Traffic,65.41,228.0,46.43,4.92,221,Poor
2022-04-29,North,Nandesari (Industrial),Industrial,92.86,226.52,44.08,7.95,252,Poor
2022-04-29,South,Makarpura (GIDC),Industrial,72.22,250.92,32.94,5.44,231,Poor
2022-04-29,East,Waghodia/Ajwa Rd,Developing/Commercial,58.7,190.82,31.56,3.58,182,Moderate
2022-04-29,West,Alkapuri/Old Padra,Residential,58.07,161.65,23.51,1.55,165,Moderate
2022-04-29,Central,Sayajigunj/Mandvi,Commercial/Traffic,73.69,199.87,38.47,3.88,216,Poor
2022-04-30,North,Nandesari (Industrial),Industrial,57.6,181.53,50.2,6.63,185,Moderate
2022-04-30,South,Makarpura (GIDC),Industrial,54.2,179.46,46.07,4.7,161,Moderate
2022-04-30,East,Waghodia/Ajwa Rd,Developing/Commercial,44.36,155.2,36.29,2.32,144,Moderate
2022-04-30,West,Alkapuri/Old Padra,Residential,42.41,114.84,26.54,1.21,124,Moderate
2022-04-30,Central,Sayajigunj/Mandvi,Commercial/Traffic,51.2,165.76,46.33,2.95,150,Moderate
2022-05-01,North,Nandesari (Industrial),Industrial,79.69,180.82,41.74,5.52,184,Moderate
2022-05-01,South,Makarpura (GIDC),Industrial,69.32,167.9,33.89,4.03,173,Moderate
2022-05-01,East,Waghodia/Ajwa Rd,Developing/Commercial,54.88,143.97,26.2,1.98,150,Moderate
2022-05-01,West,Alkapuri/Old Padra,Residential,49.51,105.17,22.81,0.94,125,Moderate
